"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"Doesn't matter to Libs that Obama's the one avoiding honesty. If they accuse first, they think they're golden. But they understimate #tcot!",0.09090909090909091,0.0,doesnt matter to libs that obamas the one avoiding honesty if they accuse first they think theyre golden but they understimate tcot
"If this were George Bush instead of Michelle Obama, it'd be about 90% of all of my group projects. #asklessofbusiness http://t.co/q04cVYix",0.0,0.0,if this were george bush instead of michelle obama itd be about 90 of all of my group projects asklessofbusiness httptcoq04cvyix
"@tsagliani oh how I agree and Obama is leading them, the Bastard",0.08333333333333333,0.08333333333333333,tsagliani oh how i agree and obama is leading them the bastard
RT @Tacami222: #TCOT This says it all......Obama Caught Lying-In His Own Words: http://t.co/sTR0vyJK #bcot #NoObama #liar #socialist #marxist #deceit #fail,0.0,0.1,rt tacami222 tcot this says it allobama caught lyingin his own words httptcostr0vyjk bcot noobama liar socialist marxist deceit fail
Shout out to @RyanFecteau for the cool work he's doing with the Obama campaign #Pride2012 http://t.co/AnxszxJn,0.0,0.0,shout out to ryanfecteau for the cool work hes doing with the obama campaign pride2012 httptcoanxszxjn
"@jaguarfreckles @truebornstark IDK. I just saw that Michelle Obama invited them to perform and they said ""no, thank you"".",0.05263157894736842,0.0,jaguarfreckles truebornstark idk i just saw that michelle obama invited them to perform and they said no thank you
Free country can have a all male club... Piss on you and Obama @edshow Women at Augusta? Obama says absolutely. ... http://t.co/GaLabbKb,0.09090909090909091,0.0,free country can have a all male club piss on you and obama edshow women at augusta obama says absolutely  httptcogalabbkb
"RT @idkmanilove1D: OMFG FIRST CAROLINE, NEXT MICHELLE OBAMA, NOW SOPHIA? Hazz.. Look he is staring at her ass... http://t.co/UiNfpoYP",0.0,0.0,rt idkmanilove1d omfg first caroline next michelle obama now sophia hazz look he is staring at her ass httptcouinfpoyp
RT @4Mitt4USA: #WhatsRomneyHiding is that he can easily defeat Obama. Hes just trying to be nice at the moment,0.10526315789473684,0.10526315789473684,rt 4mitt4usa whatsromneyhiding is that he can easily defeat obama hes just trying to be nice at the moment
"From Ignatius: ""U.S. officials hope [Putin] can broker a Syria deal before he meets Obama at the G-8 summit next month.""",0.09523809523809523,0.0,from ignatius us officials hope putin can broker a syria deal before he meets obama at the g8 summit next month
Obama. #drawsomething @therealdwele showing off http://t.co/KJc4gJso,0.0,0.0,obama drawsomething therealdwele showing off httptcokjc4gjso
"RT @Professor_Why: #WhatsRomneyHiding - his plan to push bad loans through for Green energy just to see 'em go bankrupt... Oops, that's Obama again!",0.08333333333333333,0.08333333333333333,rt professorwhy whatsromneyhiding  his plan to push bad loans through for green energy just to see em go bankrupt oops thats obama again
"That he thinks Obama is a dangerous, incompetent socialist jerk, but can't really say that #tcot #WhatsRomneyHiding",0.0,0.11764705882352941,that he thinks obama is a dangerous incompetent socialist jerk but cant really say that tcot whatsromneyhiding
#prayersgoup lol RT @_Ciroc_Obama: Mannnnn hope dey pass dat gas cap tax...it could end up makin gas $2.50 a gallon wooo,0.047619047619047616,0.0,prayersgoup lol rt cirocobama mannnnn hope dey pass dat gas cap taxit could end up makin gas 250 a gallon wooo
RT @CaptivatingNews: Obama Campaign Hosting Women's Issue Conference http://t.co/EaNtlmO0,0.0,0.0,rt captivatingnews obama campaign hosting womens issue conference httptcoeantlmo0
Clearly Mr. Obama intended to bully and bring public pressure on the Supreme  Court re ObamaCare. We don't need further explanations.,0.13636363636363635,0.09090909090909091,clearly mr obama intended to bully and bring public pressure on the supreme  court re obamacare we dont need further explanations
RT @preciousliberty: Obama is the biggest brother in the Muslim Brotherhood: he's funding Hamas & al-Qaeda via Libyan rebels http://t.co/NcJH7Jgb #citizensunited,0.047619047619047616,0.0,rt preciousliberty obama is the biggest brother in the muslim brotherhood hes funding hamas  alqaeda via libyan rebels httptconcjh7jgb citizensunited
RT @/ThirdRailersObama Autopen Missing: Lost Bills found - Obama Autopen Missing:... http://t.co/8HYLEeNW,0.08333333333333333,0.08333333333333333,rt thirdrailersobama autopen missing lost bills found  obama autopen missing httptco8hyleenw
 #tcot... http://t.co/oVMu9fKA,0.3333333333333333,0.0, tcot httptcoovmu9fka
Koch brothers linked to $3.6M anti-Obama gas price ad campaign - http://t.co/oZwYTqxX: http://t.co/acZt9PW2 via @POLITICO #Dems #p2b #p2,0.05555555555555555,0.0,koch brothers linked to 36m antiobama gas price ad campaign  httptcoozwytqxx httptcoaczt9pw2 via politico dems p2b p2
"RT @/SheCallsMeLarryThe ""new"" anti-Obama slur from the #RWNJ echo chamber is THUG? So we've decided to just let ... http://t.co/lFYgXSNS",0.1,0.05,rt shecallsmelarrythe new antiobama slur from the rwnj echo chamber is thug so weve decided to just let  httptcolfygxsns
@sweetbay That was Paul Ryan's budget. How did Obama's budget do? Getting educated on the facts is the first step in losing that liberalism!,0.08333333333333333,0.041666666666666664,sweetbay that was paul ryans budget how did obamas budget do getting educated on the facts is the first step in losing that liberalism
"RT @anna12061: Another Obama Buddy!http://t.co/B2WIWFrVNapolitano Caught Hiring Muslim Brotherhood Terrorist, Giving Him Top-Secret Security Clearance",0.06666666666666667,0.0,"rt anna12061 another obama buddyhttptcob2wiwfrvnapolitano caught hiring muslim brotherhood terrorist giving him topsecret security clearance"
#whatsromneyhiding Obama's college transcripts,0.0,0.0,whatsromneyhiding obamas college transcripts
#WhatsRomneyHiding the reality of losing the election to President Obama,0.0,0.1,whatsromneyhiding the reality of losing the election to president obama
RT @texaszman: War On Children: Liberals Attack Scott Walker's Kids. Liberal 'Civility' - Just Like Obama Promised. http://t.co/vdBXgsyk,0.2222222222222222,0.1111111111111111,rt texaszman war on children liberals attack scott walkers kids liberal civility  just like obama promised httptcovdbxgsyk
"@YahooNews What is a ""white Hispanic?""   http://t.co/QTdmKZQe  Is Obama a white African American? Why do you use this racist term?",0.21739130434782608,0.043478260869565216,yahoonews what is a white hispanic   httptcoqtdmkzqe  is obama a white african american why do you use this racist term
"@pritikothari I dont really care what obama's hiding either, still voting for him!",0.0,0.0,pritikothari i dont really care what obamas hiding either still voting for him
RT @RoheezyDoesIt: Obama is the miggity man!,0.0,0.0,rt roheezydoesit obama is the miggity man
"RT @AP_Ken_Thomas: #Obama at DC fundraiser: ""It's going to be a fun debate because it's always good to have the truth on your side."" #2012",0.08,0.0,rt apkenthomas obama at dc fundraiser its going to be a fun debate because its always good to have the truth on your side 2012
Not good for the D Party. http://t.co/wJVdoGyI,0.14285714285714285,0.0,not good for the d party httptcowjvdogyi
A vote for @RonPaul or @TheRealRoseanne is a vote for obama,0.0,0.0,a vote for ronpaul or therealroseanne is a vote for obama
"62% of U.S. Jews would reelect Obama, 4% say Israel is most important issue - Haaretz http://t.co/VhURDtdO http://t.co/gIGmn5kE",0.1111111111111111,0.0,62 of us jews would reelect obama 4 say israel is most important issue  haaretz httptcovhurdtdo httptcogigmn5ke
"RT @DANEgerus: #WhatsRomneyHiding Mitt actually got a paycheck, and met a payroll, while Obama has looted the tax-payer his whole life",0.0,0.0,rt danegerus whatsromneyhiding mitt actually got a paycheck and met a payroll while obama has looted the taxpayer his whole life
"BUM! Obama ""threatens"" supreme court justices considering repealing his unconstitutional healthcare law. Nice move bum!",0.13333333333333333,0.2,bum obama threatens supreme court justices considering repealing his unconstitutional healthcare law nice move bum
http://t.co/BAUROUue,0.0,0.0,httptcobaurouue
"EEUU autoriza a Obama ejercer poderes totales y control absoluto de recursos: CISPA, mucho peor que la Ley SOPA http://t.co/qF22AsjO",0.0,0.0,eeuu autoriza a obama ejercer poderes totales y control absoluto de recursos cispa mucho peor que la ley sopa httptcoqf22asjo
"RT @BelleInABow: Obama doesn't need to be your favorite person, but he's still the President of the United States of America. That always deserves respect.",0.08,0.04,rt belleinabow obama doesnt need to be your favorite person but hes still the president of the united states of america that always deserves respect
@OREILLY NEEDS 2 STEP DOWN OR BACK! HE KNOWS NOTHING ABT ANYTHING BUT THINKS HE KNOWS EVERYTHING & HE KNOWS IT NOT! -me #freedomfever #obama,0.04,0.04,oreilly needs 2 step down or back he knows nothing abt anything but thinks he knows everything  he knows it not me freedomfever obama
RT @rushlimbaugh777: Limbaugh: Obama 'a Thug' on SCOTUS - Rush Limbaugh - Fox Nation http://t.co/GP27CETj,0.13333333333333333,0.0,rt rushlimbaugh777 limbaugh obama a thug on scotus  rush limbaugh  fox nation httptcogp27cetj
"RT @GlobalGrind: Picture Perfect! Jay, Barack, Bey & Michelle are perfectly posed..photos &gt;&gt; http://t.co/XpXJJp9c",0.21428571428571427,0.0,rt globalgrind picture perfect jay barack bey  michelle are perfectly posedphotos gtgt httptcoxpxjjp9c
Take any #poll of adults & registered #voters w grain of salt. Skew #Dem. Likely voters best gauge of any election http://t.co/sVTTAKbW #GOP,0.043478260869565216,0.0,take any poll of adults  registered voters w grain of salt skew dem likely voters best gauge of any election httptcosvttakbw gop
RT @Kerryepp: #WhatsRomneyHiding that he can throw a baseball like a man and not like a girl like Obama...,0.0,0.0,rt kerryepp whatsromneyhiding that he can throw a baseball like a man and not like a girl like obama
"RT @MeganSmiles: #WhatsRomneyHiding  his birth certificate? Nope, that's Obama.",0.1,0.0,rt megansmiles whatsromneyhiding  his birth certificate nope thats obama
RT @TheWrightWingv2: Is Despot better? @workinmama @RednaxalA Calling Obama a despot gives him more respectability than his sort is due; a thug. #obama2012 #gop,0.041666666666666664,0.08333333333333333,rt thewrightwingv2 is despot better workinmama rednaxala calling obama a despot gives him more respectability than his sort is due a thug obama2012 gop
"That his campaign disabled credit card verification on his online donation site #WhatsRomneyHiding #OhWait,that's Obama http://t.co/3fgWm3n4",0.0,0.0625,that his campaign disabled credit card verification on his online donation site whatsromneyhiding ohwaitthats obama httptco3fgwm3n4
How Saul Alinsky Taught  #Obama to Say One Thing and Do the Opposite http://t.co/BKn8RpkI  #Tcot #twisters #teaparty #sgp #ocra,0.09523809523809523,0.0,how saul alinsky taught  obama to say one thing and do the opposite httptcobkn8rpki  tcot twisters teaparty sgp ocra
"Pretty cool video&gt;&gt;&gt;The Story of ""Fired up! Ready to go!"" - Obama for America 2012: http://t.co/nxXJrxZe",0.1875,0.0,pretty cool videogtgtgtthe story of fired up ready to go  obama for america 2012 httptconxxjrxze
Prosecutor: Marine posted negative images of Obama http://t.co/9WGiMra5,0.0,0.125,prosecutor marine posted negative images of obama httptco9wgimra5
#celeb #tabloid #rumor: Bo Obama Crashes TV Promo http://t.co/tFame7bZ #news,0.0,0.1,celeb tabloid rumor bo obama crashes tv promo httptcotfame7bz news
http://t.co/b7hy5nu1 http://t.co/2gtwMBtu,0.0,0.0,httptcob7hy5nu1 httptco2gtwmbtu
Demand Romney release his tax returns?  Is that like demanding Obama release his birth certificate?  What good could ever come of that?,0.125,0.0,demand romney release his tax returns  is that like demanding obama release his birth certificate  what good could ever come of that
@KeithOlbermann did you vote for Obama? If so why? It's a simple question a man of you intellectual fortitude can answer....,0.09523809523809523,0.0,keitholbermann did you vote for obama if so why its a simple question a man of you intellectual fortitude can answer
Little stuff like this is why Obama will beat Romney http://t.co/xQMcasBa,0.09090909090909091,0.09090909090909091,little stuff like this is why obama will beat romney httptcoxqmcasba
Romney &gt; Obama,0.0,0.0,romney gt obama
Obama Autopen Missing: Lost Bills found - Obama Autopen Missing:... http://t.co/C54NpNfl,0.09090909090909091,0.09090909090909091,obama autopen missing lost bills found  obama autopen missing httptcoc54npnfl
 #tcot #tlot #teaparty #thirdrailers #gop #twisters,0.14285714285714285,0.0, tcot tlot teaparty thirdrailers gop twisters
"""Fuck Yo Grammar , Obama Is President """,0.25,0.0,fuck yo grammar  obama is president 
"@donjuanw @vaponte8 He's bored, It think he wants to waterboard someone. http://t.co/gpdr1y1C",0.0,0.0,donjuanw vaponte8 hes bored it think he wants to waterboard someone httptcogpdr1y1c
RT @geoff9cow: RT @17bbomb: @geoff9cow Is that why more people are on foodstamps under Obama / no. bullshit wars & bullshit tax breaks are why,0.08,0.0,rt geoff9cow rt 17bbomb geoff9cow is that why more people are on foodstamps under obama  no bullshit wars  bullshit tax breaks are why
"Good call!  RT ""President Obama believes Augusta National Golf Club should admit women, White House spokesman says. http://t.co/pp8XLXM4""",0.15789473684210525,0.0,good call  rt president obama believes augusta national golf club should admit women white house spokesman says httptcopp8xlxm4
http://t.co/eamVPg6w http://t.co/XpHKzt5Y,0.0,0.0,httptcoeamvpg6w httptcoxphkzt5y
RT @ryanjcroft: Is anyone else growing tired of the Obama Administration's relentless class warfare tactics? They're maddening and un-American.,0.0,0.21052631578947367,rt ryanjcroft is anyone else growing tired of the obama administrations relentless class warfare tactics theyre maddening and unamerican
"#WhatsRomneyHiding Obama released his tax returns since 2000, where are Romney's?",0.0,0.0,whatsromneyhiding obama released his tax returns since 2000 where are romneys
RT @TPO_Hisself: obama will go down in history as the only president in 200 years to be unable to get a single budget passed.  #Fail,0.07692307692307693,0.07692307692307693,rt tpohisself obama will go down in history as the only president in 200 years to be unable to get a single budget passed  fail
RT @jodikyman: RT @American1st UNELECTED OBAMA JUSTICE DEPT IS TRYIN 2 BULLY ELECTED SHERIFF JOE ARPAIO OF MARICOPA COUNTY? VIOLATING UR OWN RULE?Mr Obama,0.041666666666666664,0.041666666666666664,rt jodikyman rt american1st unelected obama justice dept is tryin 2 bully elected sheriff joe arpaio of maricopa county violating ur own rulemr obama
"Obama has called the GOP budget social Darwinism. Nice try, but they believe in social creationism.",0.0625,0.0,obama has called the gop budget social darwinism nice try but they believe in social creationism
"In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,in his teen years obama has been known to use marijuana and cocaine
"Good call!  RT ""President Obama believes Augusta National Golf Club should admit women, White House spokesman says. http://t.co/pp8XLXM4""",0.15789473684210525,0.0,good call  rt president obama believes augusta national golf club should admit women white house spokesman says httptcopp8xlxm4
http://t.co/eamVPg6w http://t.co/XpHKzt5Y,0.0,0.0,httptcoeamvpg6w httptcoxphkzt5y
RT @ryanjcroft: Is anyone else growing tired of the Obama Administration's relentless class warfare tactics? They're maddening and un-American.,0.0,0.21052631578947367,rt ryanjcroft is anyone else growing tired of the obama administrations relentless class warfare tactics theyre maddening and unamerican
"#WhatsRomneyHiding Obama released his tax returns since 2000, where are Romney's?",0.0,0.0,whatsromneyhiding obama released his tax returns since 2000 where are romneys
RT @TPO_Hisself: obama will go down in history as the only president in 200 years to be unable to get a single budget passed.  #Fail,0.07692307692307693,0.07692307692307693,rt tpohisself obama will go down in history as the only president in 200 years to be unable to get a single budget passed  fail
RT @jodikyman: RT @American1st UNELECTED OBAMA JUSTICE DEPT IS TRYIN 2 BULLY ELECTED SHERIFF JOE ARPAIO OF MARICOPA COUNTY? VIOLATING UR OWN RULE?Mr Obama,0.041666666666666664,0.041666666666666664,rt jodikyman rt american1st unelected obama justice dept is tryin 2 bully elected sheriff joe arpaio of maricopa county violating ur own rulemr obama
Daily Front Row - The Fix - Designers Discuss: Made In The USA Campaign http://t.co/VGCUvWQN #fashion,0.125,0.0,daily front row  the fix  designers discuss made in the usa campaign httptcovgcuvwqn fashion
"LETS DRAFT SHERRIFF JOE for Independent Prosecutor, hah? Lets have a GRAND JURY! OBAMA MUST GO! #tcot",0.11764705882352941,0.0,lets draft sherriff joe for independent prosecutor hah lets have a grand jury obama must go tcot
Breakin' News: Holder: Obama administration respects the Supreme Court - USA TODAY http://t.co/owqtrrpr,0.15384615384615385,0.0,breakin news holder obama administration respects the supreme court  usa today httptcoowqtrrpr
RT @rushlimbaugh777: Rush: Obama 'Knows About Judicial Review' http://t.co/bGmEgGZR,0.0,0.0,rt rushlimbaugh777 rush obama knows about judicial review httptcobgmeggzr
#TCOT This says it all......Obama Caught Lying-In His Own Words: http://t.co/sTR0vyJK #bcot #NoObama #liar #socialist #marxist #deceit #fail,0.0,0.1111111111111111,tcot this says it allobama caught lyingin his own words httptcostr0vyjk bcot noobama liar socialist marxist deceit fail
"RT @wcptersn: If Obama were white, he'd be Mitt Romney.",0.1,0.0,rt wcptersn if obama were white hed be mitt romney
"RT @Ooh_ShePretty: - I'm Riding With Him Like Obama , He Don't Gimme Drama",0.14285714285714285,0.07142857142857142,rt oohshepretty  im riding with him like obama  he dont gimme drama
"RT @markknoller: Saul says Pres Obama ""will do anything"" to distract Americans from his ""failed"" economic record incl unemployment & higher gas prices.""",0.08695652173913043,0.0,rt markknoller saul says pres obama will do anything to distract americans from his failed economic record incl unemployment  higher gas prices
@Duckinthedesert Why didn't Obama just run with the initial bill? @uscfandave,0.09090909090909091,0.0,duckinthedesert why didnt obama just run with the initial bill uscfandave
RT @handrewschwartz: Ignatius reports Obama signaled Iran US wld accept civ nuke pgm if Khameni can assure Iran will never get nuke weapons http://t.co/KkaAhGPq,0.041666666666666664,0.0,rt handrewschwartz ignatius reports obama signaled iran us wld accept civ nuke pgm if khameni can assure iran will never get nuke weapons httptcokkaahgpq
"Rep.: Drop charges against anti-Obama Marine - Military News | News From Afghanistan, Iraq And  - Military Times http://t.co/4ZV5rueN",0.2,0.05,rep drop charges against antiobama marine  military news  news from afghanistan iraq and   military times httptco4zv5ruen
"@edshow While Obama is decisive, Romney has yet figured out how to be on both sides of the Augusta issue #edshow",0.047619047619047616,0.0,edshow while obama is decisive romney has yet figured out how to be on both sides of the augusta issue edshow
Obama Concedes That Courts Can Review Acts of Congress: A federal appeals court had demanded that the administra... http://t.co/enaJSbD3,0.0,0.0,obama concedes that courts can review acts of congress a federal appeals court had demanded that the administra httptcoenajsbd3
Obama Concedes That Courts Can Review Acts of Congress: A federal appeals court had demanded that the administra... http://t.co/zejRChDn,0.0,0.0,obama concedes that courts can review acts of congress a federal appeals court had demanded that the administra httptcozejrchdn
Obama Concedes That Courts Can Review Acts of Congress: A federal appeals court had demanded that the administra... http://t.co/UbLfVfdK,0.0,0.0,obama concedes that courts can review acts of congress a federal appeals court had demanded that the administra httptcoublfvfdk
Obama Concedes That Courts Can Review Acts of Congress: A federal appeals court had demanded that the administra... http://t.co/bKUGLufH,0.0,0.0,obama concedes that courts can review acts of congress a federal appeals court had demanded that the administra httptcobkuglufh
"@ORiellyFactor  Had to turn off OReilly again tonight. When he starts slobbering over Obama with his ""I want to be fair to the president"" BS",0.07692307692307693,0.0,oriellyfactor  had to turn off oreilly again tonight when he starts slobbering over obama with his i want to be fair to the president bs
Obama Concedes That Courts Can Review Acts of Congress: A federal appeals court had demanded that the administra... http://t.co/YT7rGVL9,0.0,0.0,obama concedes that courts can review acts of congress a federal appeals court had demanded that the administra httptcoyt7rgvl9
RT @vflyby: I truly believe the GOP is serious about beating Obama n Mitt needs 2 start now calling Obama out on his record! NO similarity between the 2,0.034482758620689655,0.034482758620689655,rt vflyby i truly believe the gop is serious about beating obama n mitt needs 2 start now calling obama out on his record no similarity between the 2
Texas GOP talking about going to winner-take-all primary. Could single-handedly change who Barack Obama faces this year #epic,0.05555555555555555,0.0,texas gop talking about going to winnertakeall primary could singlehandedly change who barack obama faces this year epic
"#WhatsRomneyHiding His relationship with Vera Baker? Damn, that might be Obama too. I suck at this.",0.0625,0.0625,whatsromneyhiding his relationship with vera baker damn that might be obama too i suck at this
"Un genio Obama cantando ""Sexy and i know it""  ajajajaj http://t.co/LojgGtGT",0.16666666666666666,0.0,un genio obama cantando sexy and i know it  ajajajaj httptcolojggtgt
"@TPO_Hisself : Obama For America (Fla) decided to follow me- maybe you should run for Prez, you have 5x as many followers",0.045454545454545456,0.0,tpohisself  obama for america fla decided to follow me maybe you should run for prez you have 5x as many followers
#obama samsung galaxy i5800 android 2.2 http://t.co/bgk2uOdY,0.0,0.0,obama samsung galaxy i5800 android 22 httptcobgk2uody
#KimKardashiansNextBoyFriend Obama!,0.0,0.0,kimkardashiansnextboyfriend obama
@ExtremeLiberal obama is the best choice by far for 2012. i push people to vote a lot. check 2010 tweets. but dem machine needs replacement.,0.0,0.0,extremeliberal obama is the best choice by far for 2012 i push people to vote a lot check 2010 tweets but dem machine needs replacement
Obama: Star Wars or Star Trek? - Movies News at IGN: http://t.co/HW7liQa9 via @IGN,0.21428571428571427,0.0,obama star wars or star trek  movies news at ign httptcohw7liqa9 via ign
#WhatsRomneyHiding HE IS HIDING JUST AS MUCH BULLSHIT AND LIES AS OBAMA AND THE DEMOCRATS ARE. ALL POLITICIANS ARE SCUM FUCK LIARS,0.045454545454545456,0.13636363636363635,whatsromneyhiding he is hiding just as much bullshit and lies as obama and the democrats are all politicians are scum fuck liars
"@_H_C_T_ you are so right. yup. that's why 90% of my friends aren't white, that's why i voted for obama that's why I'm traveling to Africa",0.11538461538461539,0.0,hct you are so right yup thats why 90 of my friends arent white thats why i voted for obama thats why im traveling to africa
"[221] The next day, on Obama's orders, the U",0.0,0.0,221 the next day on obamas orders the u
"@NatefromUSA Say, how about that Obama sealing all his college transcripts & passport records?  #p2 #Obama2012 No big deal, eh? #gop #tcot",0.13043478260869565,0.0,natefromusa say how about that obama sealing all his college transcripts  passport records  p2 obama2012 no big deal eh gop tcot
Moving to Iowa. Obama becomes president. Working with 5 of the most brilliant people he's ever known. living in DC. #quickstory,0.09523809523809523,0.0,moving to iowa obama becomes president working with 5 of the most brilliant people hes ever known living in dc quickstory
RT @whatevrer: i hope barack obama and mitt romney get in a twitter fight,0.07142857142857142,0.07142857142857142,rt whatevrer i hope barack obama and mitt romney get in a twitter fight
Only in an election year will obama take sudden interest in Augusta admitting Woman members.,0.13333333333333333,0.0,only in an election year will obama take sudden interest in augusta admitting woman members
"RT @BarackObama: Watch live: President Obama signs the JOBS Act, making it easier for startups and small businesses to get financing. http://t.co/mm4eGrZJ",0.045454545454545456,0.0,rt barackobama watch live president obama signs the jobs act making it easier for startups and small businesses to get financing httptcomm4egrzj
RT @markknoller: Obama Campaign says Romney should make public 23 years of tax returns so Americans can assess any conflicts of interest.,0.045454545454545456,0.0,rt markknoller obama campaign says romney should make public 23 years of tax returns so americans can assess any conflicts of interest
http://t.co/0NrH7GKj Obama signs JOBS Act to boost startup firms - http://t.co/REuKvbgg,0.18181818181818182,0.0,httptco0nrh7gkj obama signs jobs act to boost startup firms  httptcoreukvbgg
"RT @moxist: My tweet about Nobody being better than Obama got 8 RTs. The same tweet about Ron Paul got 2. Ron Paul is not Nobody, people.",0.037037037037037035,0.0,rt moxist my tweet about nobody being better than obama got 8 rts the same tweet about ron paul got 2 ron paul is not nobody people
"RT @WhatTheFFacts: In his teen years, Obama has been known to use marijuana and cocaine.",0.0,0.0,rt whattheffacts in his teen years obama has been known to use marijuana and cocaine
"Namun, dengan dirinya terpilih menjadi presiden, jadwal Obama langsung pt menghadiri banyak undangan",0.0,0.0,namun dengan dirinya terpilih menjadi presiden jadwal obama langsung pt menghadiri banyak undangan
RT @markknoller: Obama Campaign seizing on Washington Post report on Mitt Romney not disclosing certain details of his income & assets.  http://t.co/zneCZUTo,0.08695652173913043,0.0,rt markknoller obama campaign seizing on washington post report on mitt romney not disclosing certain details of his income  assets  httptcozneczuto
"RT @Notintheface1: Apparently, Romney's entire campaign strategy for Obama consists of ""I Know You Are But What Am I?""",0.0,0.0,rt notintheface1 apparently romneys entire campaign strategy for obama consists of i know you are but what am i
"@MittRomney Instead of constantly pointing out Obama's weaknesses, why not worry about your own. What are your plans to make improvements?",0.0,0.09523809523809523,mittromney instead of constantly pointing out obamas weaknesses why not worry about your own what are your plans to make improvements
RT @brianwiersema: @JoeNBC If you have FACTS supporting your assertion that Obama policies contributed to high gas prices then lets hear them. Otherwise STFU!,0.0,0.0,rt brianwiersema joenbc if you have facts supporting your assertion that obama policies contributed to high gas prices then lets hear them otherwise stfu
RT @Norsu2: Justice Grimaces As Obama Criticizes Supreme Court at State of the Union: http://t.co/LSCUC7P4 via @youtube See a trend here? #tcot #ocra,0.08695652173913043,0.0,rt norsu2 justice grimaces as obama criticizes supreme court at state of the union httptcolscuc7p4 via youtube see a trend here tcot ocra
"RT @thinkprogress: Romney, who has two Harvard degrees, blasts Obama for spending ""too much time at Harvard."" http://t.co/avbgNT57 #icymi",0.0,0.0,rt thinkprogress romney who has two harvard degrees blasts obama for spending too much time at harvard httptcoavbgnt57 icymi
"After Obama gets women admitted to Augusta, I'm gonna see if I can join Adams Co League of Women Voters.",0.0,0.0,after obama gets women admitted to augusta im gonna see if i can join adams co league of women voters
"RT @thinkprogress: Romney, who has two Harvard degrees, blasts Obama for spending ""too much time at Harvard."" http://t.co/avbgNT57 #icymi",0.0,0.0,rt thinkprogress romney who has two harvard degrees blasts obama for spending too much time at harvard httptcoavbgnt57 icymi
Holder delivers three-page letter to judge over Obama comments | The Raw Story: http://t.co/zcSKd1Jd via @AddThis,0.0625,0.0,holder delivers threepage letter to judge over obama comments  the raw story httptcozcskd1jd via addthis
RT @timgRIGHTway: #Obama gives $1.5 Billion to Egypt after meeting Muslim Brotherhood http://t.co/1kiskMUC . Unreal! #Tcot,0.0625,0.0,rt timgrightway obama gives 15 billion to egypt after meeting muslim brotherhood httptco1kiskmuc  unreal tcot
@Joeymommy @_ccm http://t.co/clrOvUEB I would believe Snopes over Jerome Corsi. Look at their record in court: zero!,0.0,0.0,joeymommy ccm httptcoclrovueb i would believe snopes over jerome corsi look at their record in court zero
RT @markknoller: Obama Campaign seizing on Washington Post report on Mitt Romney not disclosing certain details of his income & assets.  http://t.co/zneCZUTo,0.08695652173913043,0.0,rt markknoller obama campaign seizing on washington post report on mitt romney not disclosing certain details of his income  assets  httptcozneczuto
"RT @ohgirlphrase: American kid ""You're from the UK? Ohhh cool, So do you have tea with the Queen?"". British kid: ""Do you like, go to Mcdonalds with Obama?",0.0,0.0,rt ohgirlphrase american kid youre from the uk ohhh cool so do you have tea with the queen british kid do you like go to mcdonalds with obama
The spectacle of democracy in the US http://t.co/rhDUtpLs #p2 #tcot #Obama #teaparty #WhatsRomneyHiding,0.0,0.0,the spectacle of democracy in the us httptcorhdutpls p2 tcot obama teaparty whatsromneyhiding
"Again President Obama stands up for ""women"" @edshow and boldly does so.",0.08333333333333333,0.0,again president obama stands up for women edshow and boldly does so
RT @searfoss70: Unreal: Obama Regime Release $1.5 Billion In Aid To Egypt After Meeting With Muslim Brotherhood http://t.co/qmkaNjER #becktips #tcot,0.0,0.0,rt searfoss70 unreal obama regime release 15 billion in aid to egypt after meeting with muslim brotherhood httptcoqmkanjer becktips tcot
"RT @1LuisSandoval: If Obama had a son, he'd look like Trayvon.  If he had a dad, he'd look like Marion Barry.  If he had a hammer, he'd hammer in the morning.",0.06060606060606061,0.0,rt 1luissandoval if obama had a son hed look like trayvon  if he had a dad hed look like marion barry  if he had a hammer hed hammer in the morning
"RT @DrewMTips: #WhatsRomneyHiding His plan to sell out US missile defense to Russia after the election. Nope, sorry, that's Obama again.",0.047619047619047616,0.047619047619047616,rt drewmtips whatsromneyhiding his plan to sell out us missile defense to russia after the election nope sorry thats obama again
http://t.co/5XJZbGSV Naked Sarah Palin The polls are heading Barack Obama's way but much of the,0.0,0.0,httptco5xjzbgsv naked sarah palin the polls are heading barack obamas way but much of the
"Obama Signs ""Fraud-Friendly"" JOBS Act into Law | Economist: Bill will bring fraud, destroy jobs http://t.co/XjuQrb5w @AddThis",0.11764705882352941,0.058823529411764705,obama signs fraudfriendly jobs act into law  economist bill will bring fraud destroy jobs httptcoxjuqrb5w addthis
Powerline points out that even the Washington Post is laughing at Obama. http://t.co/Oqebcdlc,0.07692307692307693,0.0,powerline points out that even the washington post is laughing at obama httptcooqebcdlc
"RT @SheCallsMeLarry: The ""new"" anti-Obama slur from the #RWNJ echo chamber is THUG? So we've decided to just let our racist bedsheets fly, huh? Interesting. #GOP",0.07692307692307693,0.07692307692307693,rt shecallsmelarry the new antiobama slur from the rwnj echo chamber is thug so weve decided to just let our racist bedsheets fly huh interesting gop
